marital_status,course,attend_time,previous_qualification,nationality,mother_qualification,father_qualification,mother_occupation,father_occupation,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,first_semester_credited,first_semester_enrolled,first_semester_grade,second_semester_credited,second_semester_enrolled,second_semester_grade,target,unemployment_rate,inflation_rate
2,9,1,4,2,4,1,4,4,0,0,1,1,0,52,False,0,5,11.2,0,5,12.8,0,7.6,2.6
3,9,0,4,2,5,4,4,2,0,0,0,1,0,20,False,0,5,12.0,0,5,11.0,1,9.4,-0.8
3,10,0,4,2,4,1,1,2,0,0,1,1,0,19,False,0,8,15.88571429,0,8,15.88571429,0,10.8,1.4
3,10,0,4,2,4,1,4,4,0,1,0,1,0,21,False,0,7,12.94,0,7,11.58,1,12.4,0.5
2,12,1,4,2,4,1,4,4,0,0,0,1,0,35,False,0,6,14.0,0,6,14.16666667,0,9.4,-0.8
2,2,0,4,2,4,1,2,2,0,0,1,1,0,36,False,0,0,0.0,0,0,0.0,0,7.6,2.6
0,10,0,4,2,4,1,1,1,0,1,0,1,0,47,False,0,7,0.0,0,8,0.0,1,15.5,2.8
3,9,1,4,2,1,0,3,3,0,0,1,1,0,22,False,0,5,0.0,0,5,0.0,1,8.9,1.4
2,9,1,4,2,4,1,4,4,0,0,1,1,0,41,False,0,5,11.25,0,5,11.0,1,7.6,2.6
3,6,0,0,2,0,3,0,0,0,0,1,1,0,26,False,0,5,0.0,0,5,0.0,1,10.8,1.4
2,12,1,4,2,0,3,0,0,0,0,0,0,0,51,False,0,6,11.25,0,6,0.0,1,10.8,1.4
2,12,1,4,2,0,3,3,3,0,0,1,0,0,41,False,0,6,11.8,1,6,10.66666667,0,7.6,2.6
3,9,0,4,2,0,1,4,4,0,0,1,1,0,23,False,5,10,11.625,4,10,11.18181818,0,7.6,2.6
3,12,0,4,2,0,1,3,1,0,0,1,1,0,22,False,0,6,0.0,0,5,0.0,1,9.4,-0.8
3,4,0,4,2,4,1,4,4,1,0,1,1,1,25,False,0,6,10.25,0,6,11.25,1,12.7,3.7
3,9,1,4,2,4,1,4,4,0,0,1,1,0,25,False,14,15,10.8,13,14,11.35714286,0,9.4,-0.8
3,2,0,3,2,4,4,4,4,0,0,0,1,1,22,False,5,12,12.54545455,4,11,12.66666667,0,8.9,1.4
3,14,0,0,2,4,1,4,2,0,0,1,1,0,47,False,0,6,0.0,0,6,0.0,1,16.2,0.3
2,9,1,4,2,4,1,1,1,0,0,1,1,0,41,False,0,5,0.0,0,5,0.0,1,7.6,2.6
3,1,0,4,2,4,1,4,4,0,0,1,1,0,43,False,0,6,14.77777778,0,6,12.2,0,13.9,-0.3
3,1,0,4,2,4,1,4,4,0,0,1,1,0,29,False,0,3,0.0,0,4,0.0,1,16.2,0.3
3,6,0,4,2,4,1,1,1,0,0,1,1,0,30,False,0,2,0.0,0,2,0.0,1,7.6,2.6
3,9,0,2,2,5,1,4,4,0,0,0,1,0,26,False,0,4,0.0,0,5,0.0,1,12.7,3.7
3,9,1,4,2,5,1,4,4,0,0,0,1,0,27,False,0,5,0.0,0,5,0.0,1,15.5,2.8
2,0,0,4,2,4,1,4,4,0,0,1,1,1,36,False,0,5,11.4,0,5,11.6,0,9.4,-0.8
3,1,0,4,2,4,4,2,2,0,0,1,1,0,29,False,3,9,11.66666667,2,7,10.85714286,1,15.5,2.8
3,6,0,4,2,0,3,3,3,0,0,1,1,0,35,False,6,10,11.28571429,2,8,13.0,1,9.4,-0.8
3,8,0,4,2,4,1,1,2,0,0,1,1,1,18,False,0,6,11.5,0,6,12.6,0,10.8,1.4
3,9,1,4,2,4,1,4,4,0,0,1,1,1,24,False,0,5,16.0,0,5,16.0,0,8.9,1.4
3,8,0,4,2,4,1,4,2,0,0,1,1,1,18,False,0,6,12.5,0,6,12.66666667,1,10.8,1.4
3,6,0,4,2,4,1,1,4,0,0,1,1,0,21,False,0,5,13.0,0,5,12.6,0,9.4,-0.8
3,1,0,4,2,4,0,3,1,0,0,1,1,0,32,False,8,18,13.71428571,7,12,12.08333333,0,15.5,2.8
3,6,0,4,2,4,1,4,1,0,0,1,1,1,22,False,0,5,12.33333333,0,6,12.5,1,11.1,0.6
3,1,0,0,2,4,1,4,2,0,0,0,1,0,32,False,11,17,12.72727273,10,12,12.7,1,15.5,2.8
3,0,0,0,2,0,3,3,3,0,0,1,1,0,35,False,1,5,14.0,0,5,0.0,1,9.4,-0.8
3,9,0,4,2,4,1,2,2,0,0,0,1,0,23,False,0,5,0.0,0,5,0.0,1,8.9,1.4
2,0,0,4,2,0,3,3,3,0,0,1,1,0,35,False,0,5,0.0,0,5,10.0,1,9.4,-0.8
2,1,0,0,2,0,4,2,1,0,0,1,1,0,32,False,0,6,18.875,6,12,17.69230769,0,16.2,0.3
3,5,0,4,2,0,3,3,3,0,0,1,1,0,20,False,0,6,0.0,0,6,0.0,1,7.6,2.6
3,9,1,0,2,4,1,1,1,0,0,1,1,0,44,False,3,7,13.5,0,5,16.2,1,8.9,1.4
2,13,0,4,2,4,4,4,2,0,0,1,1,0,53,False,7,11,15.0,4,9,10.0,0,16.2,0.3
3,6,0,4,2,4,1,4,2,0,1,0,1,0,28,False,0,5,0.0,0,5,0.0,1,12.4,0.5
3,9,1,0,2,4,1,4,4,0,0,1,1,0,31,False,9,9,14.22222222,5,5,12.8,1,12.7,3.7
3,1,0,4,2,4,0,4,2,0,1,0,1,0,44,False,2,7,12.0,0,6,0.0,1,15.5,2.8
3,14,0,4,2,4,4,4,4,0,0,1,1,0,19,False,0,5,12.6,0,5,12.0,0,12.7,3.7
3,6,0,4,2,0,4,2,1,0,0,1,1,1,18,False,0,5,0.0,0,5,0.0,1,9.4,-0.8
3,1,0,3,2,5,4,1,1,0,0,1,1,0,20,False,0,6,14.5,0,6,15.3,0,16.2,0.3
3,4,0,4,2,4,1,2,2,0,0,1,1,0,55,False,0,6,14.5,0,6,13.5,0,11.1,0.6
3,6,0,4,2,4,4,1,1,0,0,1,1,0,19,False,0,5,0.0,0,5,0.0,1,12.4,0.5
3,9,0,4,2,5,1,4,4,0,0,1,1,0,18,False,0,5,11.6,0,5,13.2,0,12.4,0.5
2,8,0,4,2,4,1,2,2,0,0,1,1,0,43,False,0,6,11.75,0,6,0.0,1,15.5,2.8
3,13,0,4,2,5,4,4,1,0,0,1,1,0,18,False,0,6,0.0,0,6,0.0,1,13.9,-0.3
3,2,0,4,2,0,0,3,3,0,0,1,1,0,18,False,0,0,0.0,0,0,0.0,1,9.4,-0.8
3,13,0,4,2,4,1,4,4,0,1,1,1,1,20,False,0,6,0.0,0,6,0.0,1,8.9,1.4
2,9,1,4,2,4,4,4,4,0,1,0,1,0,29,False,0,5,11.25,0,5,11.8,1,10.8,1.4
3,7,0,4,2,4,1,4,2,0,1,1,1,0,44,False,0,6,11.57142857,0,6,0.0,1,13.9,-0.3
3,4,0,4,2,4,1,4,2,0,0,1,1,0,20,False,3,6,12.75,3,9,12.66666667,1,12.4,0.5
2,9,0,4,2,4,1,4,4,0,0,1,1,0,36,False,0,4,0.0,0,5,0.0,1,10.8,1.4
2,14,0,4,2,4,1,0,0,0,0,0,1,0,29,False,0,5,0.0,0,5,0.0,1,12.7,3.7
3,0,0,4,2,4,4,4,4,0,0,1,1,0,18,False,0,6,11.25,0,6,10.33333333,1,10.8,1.4
3,1,0,4,2,4,4,2,1,0,0,0,1,0,24,False,0,6,0.0,0,6,0.0,1,13.9,-0.3
3,8,0,4,2,0,4,3,1,0,0,1,1,0,20,False,0,6,14.33333333,0,6,15.0,0,15.5,2.8
2,12,1,4,2,5,1,4,4,0,1,0,1,0,45,False,0,6,0.0,0,5,0.0,1,16.2,0.3
3,10,0,4,2,4,1,2,2,0,0,1,1,1,28,False,18,23,13.5,18,23,13.5,0,7.6,2.6
3,10,0,4,2,4,4,2,2,0,0,1,1,0,18,False,0,7,12.44428571,0,8,11.34714286,0,12.4,0.5
3,9,0,4,2,5,4,4,2,0,0,1,1,0,23,False,0,5,10.66666667,0,5,11.33333333,1,9.4,-0.8
3,4,0,4,2,5,4,1,1,0,0,1,1,1,22,False,1,6,12.66666667,1,6,12.4,0,12.4,0.5
3,9,1,4,2,4,1,1,1,0,0,1,1,0,33,False,0,5,13.2,0,5,14.83333333,0,10.8,1.4
3,1,0,3,2,4,1,4,1,0,0,1,1,0,21,False,7,12,12.7,5,12,12.18181818,0,8.9,1.4
2,9,0,4,2,4,1,4,1,0,0,1,1,0,45,False,0,5,14.83333333,0,5,14.8,0,15.5,2.8
2,1,0,4,2,4,1,4,4,0,0,0,1,0,44,False,4,10,11.5,1,7,12.0,1,15.5,2.8
0,0,0,4,2,5,4,0,0,0,0,1,1,0,42,False,0,6,0.0,0,6,0.0,1,12.7,3.7
3,9,0,4,2,5,4,4,2,0,0,1,1,0,20,False,0,5,0.0,0,5,0.0,1,12.4,0.5
3,13,0,4,2,4,1,3,4,0,0,1,1,1,20,False,0,6,14.71428571,0,6,12.5,0,8.9,1.4
3,12,1,4,2,4,4,2,2,0,1,0,1,0,26,False,2,8,10.5,5,10,10.42857143,1,12.4,0.5
2,1,0,4,2,4,1,4,2,0,0,1,1,0,31,False,0,6,15.0,0,6,12.5,0,13.9,-0.3
3,8,0,4,2,4,4,4,4,0,1,1,1,1,19,False,0,6,12.66666667,0,6,14.0,0,16.2,0.3
3,8,0,4,2,4,1,3,3,0,0,1,1,0,28,False,0,6,13.16666667,0,6,13.66666667,0,7.6,2.6
3,2,0,4,2,5,1,4,4,0,0,1,1,1,20,False,0,0,0.0,0,0,0.0,0,10.8,1.4
2,12,1,4,2,4,4,4,2,0,0,1,0,0,43,False,0,6,13.0,0,6,12.5,0,9.4,-0.8
3,2,0,4,3,4,4,3,2,0,0,1,1,1,25,True,0,0,0.0,0,0,0.0,1,15.5,2.8
3,12,0,4,2,4,1,4,4,1,1,1,0,0,40,False,0,6,10.0,0,6,15.0,1,16.2,0.3
3,14,0,3,2,0,0,2,2,0,0,1,0,0,20,True,2,6,13.33333333,1,6,13.375,0,12.4,0.5
2,12,1,4,2,4,1,4,2,0,0,1,0,0,46,False,0,6,12.33333333,0,6,13.33333333,0,11.1,0.6
3,3,0,4,2,5,1,1,2,0,0,1,0,0,26,False,14,21,13.18181818,10,14,11.64285714,0,8.9,1.4
2,10,0,4,2,0,4,1,1,0,0,1,0,1,34,False,0,7,12.51333333,0,8,13.07142857,0,12.4,0.5
3,5,0,4,2,4,1,4,1,0,0,1,0,0,19,False,0,6,0.0,0,6,0.0,1,10.8,1.4
3,10,0,4,2,5,4,4,4,0,0,1,0,1,18,False,0,8,13.58571429,0,8,13.58571429,0,12.7,3.7
3,11,0,4,2,5,4,2,4,0,0,1,0,0,18,False,0,7,11.15555556,0,8,11.425,0,12.7,3.7
3,12,1,4,2,4,1,4,2,0,0,1,1,1,37,False,1,7,11.85714286,1,6,12.0,0,13.9,-0.3
3,2,0,4,2,5,1,4,2,0,0,1,1,1,23,False,0,0,0.0,0,0,0.0,0,9.4,-0.8
3,4,0,4,2,5,1,4,2,0,0,1,1,0,26,False,9,14,14.0,7,13,13.61538462,0,15.5,2.8
3,8,0,4,0,5,1,2,1,0,0,0,0,0,18,True,0,6,12.0,0,6,0.0,1,10.8,1.4
3,10,0,4,2,0,0,3,3,0,0,1,0,0,19,False,0,7,13.19857143,0,8,13.0625,0,11.1,0.6
3,14,0,4,0,5,4,2,4,0,0,1,0,0,18,True,0,6,13.5,0,6,12.0,0,12.4,0.5
3,0,0,4,2,4,0,2,2,0,0,1,0,0,19,False,0,6,13.33333333,0,6,12.8,1,8.9,1.4
3,4,0,4,2,4,4,2,1,0,0,1,0,1,22,False,0,6,12.16666667,0,6,12.0,0,9.4,-0.8
3,10,0,4,2,5,4,4,1,0,0,1,0,1,18,False,0,8,12.21428571,0,8,12.21428571,0,12.7,3.7
3,13,0,4,2,5,2,1,2,0,0,1,0,1,18,False,0,6,12.66666667,0,6,13.0,0,13.9,-0.3
3,8,0,4,2,4,1,1,1,0,0,1,0,1,18,False,0,6,12.28571429,0,6,13.5,0,8.9,1.4
3,13,0,4,2,4,1,1,2,0,0,1,0,1,18,False,0,6,13.0,0,6,13.0,0,12.4,0.5
3,13,0,4,2,0,0,2,2,0,0,1,0,0,18,False,0,6,12.14285714,0,6,11.16666667,0,8.9,1.4
3,10,0,4,2,4,4,2,2,0,0,1,0,1,19,False,0,7,13.87571429,0,8,13.08571429,0,11.1,0.6
3,5,0,4,2,5,4,1,1,0,0,1,0,0,20,False,0,6,0.0,0,6,0.0,1,15.5,2.8
3,12,0,4,2,4,4,4,1,0,0,1,0,1,19,False,0,6,11.66666667,0,6,0.0,1,15.5,2.8
3,14,0,4,2,0,4,2,2,0,0,1,0,0,18,False,0,6,13.15384615,0,6,11.0,0,15.5,2.8
3,4,0,4,2,4,4,4,2,0,0,1,0,1,18,False,0,6,14.5,0,6,12.83333333,1,12.4,0.5
3,10,0,4,2,5,4,2,2,0,0,1,0,1,18,False,0,7,14.44142857,0,8,13.65625,0,11.1,0.6
3,8,0,4,2,0,1,3,1,0,0,1,0,0,18,False,0,6,15.16666667,0,6,14.28571429,0,12.4,0.5
3,9,0,4,2,5,1,2,4,0,0,1,0,1,18,False,0,5,11.6,0,5,12.625,0,10.8,1.4
3,8,0,4,2,4,4,2,2,0,1,1,0,0,18,False,0,6,11.66666667,0,6,12.33333333,0,16.2,0.3
3,1,0,3,2,4,1,4,1,0,0,1,0,1,20,False,0,6,12.625,0,6,13.2,0,16.2,0.3
3,12,0,4,2,4,1,2,1,0,0,1,0,1,19,False,0,6,12.66666667,0,6,11.0,0,9.4,-0.8
3,12,0,4,2,4,1,4,2,0,0,1,0,1,19,False,0,6,11.85714286,0,6,13.14285714,0,12.4,0.5
3,0,0,4,2,5,4,2,2,0,0,1,0,0,19,False,0,6,14.71428571,0,6,15.83333333,0,12.4,0.5
3,0,0,4,0,1,4,3,2,1,1,1,0,0,20,True,0,6,13.5,0,6,13.0,0,8.9,1.4
3,7,0,4,2,4,4,4,1,0,0,1,0,1,18,False,0,5,11.5,0,5,12.4,0,10.8,1.4
3,9,0,0,2,4,2,2,2,0,0,1,0,0,33,False,2,5,14.0,0,5,0.0,1,12.4,0.5
3,5,0,4,2,5,4,2,1,0,0,1,0,1,19,False,0,7,12.83333333,0,6,0.0,1,13.9,-0.3
3,11,0,4,2,4,4,4,4,0,0,1,0,1,18,False,0,7,13.42857143,0,8,14.75,0,15.5,2.8
3,4,0,4,2,5,4,2,2,0,0,1,0,0,19,False,0,6,0.0,0,6,0.0,1,8.9,1.4
3,8,0,4,2,0,4,3,4,0,0,1,0,0,18,False,0,6,16.0,0,6,14.33333333,0,12.4,0.5
3,12,0,4,2,5,4,4,1,0,0,1,0,0,20,False,0,6,13.83333333,0,6,11.83333333,0,10.8,1.4
3,10,0,4,2,5,1,2,2,0,0,1,0,0,19,False,0,8,13.2325,0,8,13.2325,0,9.4,-0.8
3,8,0,4,2,5,4,4,4,0,0,1,1,1,18,False,0,6,14.0,0,6,14.16666667,0,9.4,-0.8
3,13,0,4,2,4,0,1,2,0,1,1,1,1,19,False,0,6,10.0,0,6,0.0,1,13.9,-0.3
3,12,1,4,0,4,1,4,4,0,0,1,0,0,25,True,8,16,13.33333333,11,13,12.27272727,0,13.9,-0.3
3,12,1,4,2,4,1,1,1,0,0,1,0,0,19,False,0,6,12.5,0,6,11.5,0,12.7,3.7
3,9,1,4,2,0,3,3,3,0,1,1,1,0,33,False,0,5,10.5,0,5,0.0,1,7.6,2.6
3,9,0,4,0,4,4,3,2,0,0,1,0,0,19,True,0,5,12.0,0,5,11.4,0,11.1,0.6
3,8,0,4,2,5,4,1,2,0,0,1,0,0,18,False,0,6,14.0,0,6,13.5,1,11.1,0.6
3,5,0,4,2,0,4,3,2,0,0,1,0,0,18,False,0,6,13.5,0,6,12.6,0,7.6,2.6
3,10,0,4,2,5,1,2,2,0,0,1,0,0,18,False,0,8,13.07375,0,8,13.07375,0,9.4,-0.8
2,10,0,4,2,4,1,3,2,0,0,1,0,0,37,False,0,7,10.75,0,7,0.0,1,16.2,0.3
3,13,0,4,3,4,1,1,1,0,0,1,0,1,20,True,0,6,14.0,0,6,13.33333333,0,10.8,1.4
3,12,0,4,0,5,4,4,1,0,0,1,1,0,21,True,0,6,12.33333333,0,6,13.42857143,0,11.1,0.6
3,10,0,4,2,4,4,1,2,0,0,1,0,1,18,False,0,7,13.46428571,0,8,14.78888889,0,12.4,0.5
3,8,0,4,2,5,4,2,4,0,0,1,0,1,18,False,0,6,13.66666667,0,6,14.66666667,0,16.2,0.3
3,10,0,4,2,5,1,4,2,0,1,1,0,0,18,False,0,8,14.4025,0,8,14.4025,0,9.4,-0.8
3,10,0,4,2,4,1,4,4,0,0,1,0,0,31,False,0,7,15.46875,0,8,16.3875,0,11.1,0.6
3,12,0,4,2,4,4,2,2,0,1,1,0,0,23,False,0,6,12.625,0,6,14.16666667,0,12.7,3.7
3,10,0,4,2,4,4,4,4,0,0,1,0,0,19,False,0,7,14.98333333,0,7,14.98333333,0,7.6,2.6
3,8,0,4,2,4,1,2,4,0,0,1,0,1,20,False,0,6,15.0,0,6,13.0,0,11.1,0.6
2,12,1,4,2,4,1,2,1,0,0,1,0,0,40,False,5,9,15.88888889,3,7,14.14285714,0,12.7,3.7
3,14,0,3,2,4,1,4,4,0,1,1,0,0,32,False,0,6,11.5,0,6,11.0,1,16.2,0.3
3,13,0,4,2,4,1,4,2,0,0,1,0,0,24,False,0,6,10.5,0,6,10.0,1,10.8,1.4
3,10,0,4,2,5,1,1,4,0,0,1,0,0,18,False,0,7,13.98333333,0,7,13.98333333,0,7.6,2.6
3,12,0,4,2,4,1,4,4,0,0,1,0,0,18,False,0,6,13.0,0,6,12.83333333,0,10.8,1.4
3,12,0,4,2,5,1,2,2,0,0,1,0,1,18,False,0,6,13.66666667,0,6,13.0,0,10.8,1.4
3,1,0,4,2,4,1,2,2,0,0,0,0,0,27,False,0,6,0.0,0,6,0.0,1,15.5,2.8
3,9,0,4,2,4,1,4,1,0,0,1,0,0,18,False,0,5,14.4,0,5,15.4,0,7.6,2.6
3,5,0,4,2,5,4,4,2,0,0,1,0,0,19,False,0,6,14.16666667,0,6,13.66666667,0,7.6,2.6
3,12,1,4,2,4,3,3,3,0,0,1,0,0,19,False,0,6,12.2,0,6,12.0,0,7.6,2.6
3,5,0,4,2,4,1,4,2,0,0,1,0,0,20,False,0,6,12.33333333,0,6,10.5,1,12.7,3.7
3,1,0,4,2,5,4,4,4,0,0,1,0,0,30,False,0,6,0.0,0,6,0.0,1,11.1,0.6
3,9,0,0,2,4,4,4,4,0,0,1,0,0,21,False,4,9,10.88888889,3,10,11.61538462,0,10.8,1.4
3,11,0,4,2,5,4,2,1,0,0,1,0,0,26,False,0,7,12.16666667,0,8,11.675,1,13.9,-0.3
3,4,0,4,2,5,1,1,4,0,0,1,0,1,18,False,0,6,12.66666667,0,6,12.16666667,0,16.2,0.3
3,4,0,4,2,4,1,1,4,0,1,1,0,0,21,False,0,6,11.4,0,6,12.2,1,12.7,3.7
3,2,0,4,2,5,1,4,4,0,0,1,0,1,18,False,0,0,0.0,0,0,0.0,1,13.9,-0.3
3,5,0,4,2,4,1,1,4,1,0,1,0,1,19,False,0,6,13.5,0,6,12.8,1,12.7,3.7
3,12,0,4,2,4,4,1,4,0,0,1,0,0,19,False,0,6,12.28571429,0,6,12.83333333,0,12.4,0.5
3,14,0,4,2,4,1,4,4,0,0,0,0,0,19,False,0,5,0.0,0,5,0.0,1,9.4,-0.8
3,12,0,4,2,4,1,2,1,0,0,1,0,0,19,False,0,6,10.5,0,6,13.0,1,9.4,-0.8
2,14,0,3,2,4,1,2,4,0,0,1,0,0,27,False,0,5,14.0,0,5,12.0,0,9.4,-0.8
3,14,0,4,2,4,1,1,1,0,0,1,0,0,22,False,2,5,14.2,0,5,12.2,0,12.7,3.7
3,8,0,4,2,4,4,4,2,0,0,1,0,0,18,False,0,6,13.0,0,6,13.14285714,1,15.5,2.8
3,13,0,4,2,4,1,1,1,0,0,1,0,0,20,False,0,6,11.0,0,6,12.75,0,9.4,-0.8
2,9,1,4,2,4,1,4,4,0,0,1,0,0,34,False,3,8,11.0,2,7,10.0,1,9.4,-0.8
3,10,0,4,2,4,1,1,4,0,0,1,0,0,18,False,0,7,12.38571429,0,8,13.75555556,0,13.9,-0.3
3,8,0,4,2,4,4,1,1,0,0,1,1,0,20,False,0,6,14.75,0,6,12.25,0,9.4,-0.8
3,7,0,4,3,4,4,1,1,0,0,1,0,0,20,True,0,5,16.16666667,0,5,15.83333333,0,12.7,3.7
3,9,1,4,2,4,1,2,4,0,0,1,1,0,25,False,0,5,0.0,0,5,0.0,1,16.2,0.3
3,6,0,4,2,0,4,3,4,0,0,1,1,0,18,False,0,5,12.4,0,5,13.0,1,8.9,1.4
3,7,0,4,2,4,4,4,4,0,0,0,1,0,18,False,0,6,11.6,0,6,13.0,1,8.9,1.4
3,5,0,4,2,5,1,1,2,0,0,1,0,1,18,False,0,6,12.2,0,6,0.0,1,9.4,-0.8
3,13,0,4,2,4,4,1,2,0,0,1,0,1,19,False,0,6,11.0,0,6,12.8,0,12.4,0.5
3,5,0,4,2,4,4,1,1,0,0,1,0,1,19,False,0,6,12.33333333,0,6,12.4,1,10.8,1.4
3,12,0,4,2,4,4,1,1,0,0,1,0,1,21,False,3,6,14.83333333,2,6,12.57142857,0,13.9,-0.3
3,4,0,4,2,4,1,4,4,0,0,1,0,1,20,False,0,6,12.0,0,6,11.83333333,0,12.4,0.5
3,12,1,3,2,5,1,2,4,0,1,1,0,1,21,False,13,13,12.72727273,9,11,12.6,0,8.9,1.4
3,9,1,4,3,4,1,4,4,0,0,1,0,0,34,True,2,2,10.5,1,1,11.0,1,10.8,1.4
3,8,0,4,0,4,1,2,4,0,0,1,0,0,20,True,0,6,12.33333333,0,6,12.0,0,12.7,3.7
3,9,1,4,2,4,1,4,4,0,0,1,1,0,24,False,0,5,0.0,0,5,12.0,1,10.8,1.4
3,10,0,4,2,4,4,2,2,0,0,1,1,0,18,False,0,7,14.84285714,0,8,14.38888889,0,16.2,0.3
3,9,1,4,2,4,4,4,2,0,0,1,1,0,28,False,0,5,11.0,0,5,12.0,1,11.1,0.6
3,13,0,4,2,4,1,3,1,0,0,1,1,0,20,False,0,6,10.75,0,6,0.0,1,7.6,2.6
3,10,0,4,2,4,4,2,2,0,0,1,1,0,22,False,0,8,12.55375,0,8,12.55375,0,9.4,-0.8
3,10,0,4,2,5,4,2,2,0,0,1,1,0,19,False,0,8,12.66571429,0,8,12.66571429,0,10.8,1.4
3,11,0,4,2,0,4,3,2,0,0,1,1,0,26,False,0,7,11.75,0,5,0.0,1,12.4,0.5
3,13,0,4,2,4,1,4,4,0,0,0,1,0,21,False,0,6,11.0,0,6,0.0,1,9.4,-0.8
3,2,0,4,2,0,0,3,3,0,0,1,1,0,18,False,0,0,0.0,0,0,0.0,0,12.4,0.5
3,9,0,4,2,4,1,4,2,0,0,1,1,0,18,False,0,5,13.4,0,5,12.2,0,11.1,0.6
3,2,0,4,2,5,4,2,2,0,0,1,1,0,22,False,14,17,12.57894737,15,17,12.11764706,0,11.1,0.6
2,6,0,4,2,4,1,4,4,0,0,1,1,0,36,False,0,5,0.0,0,5,0.0,1,16.2,0.3
3,8,0,4,2,4,1,4,4,0,0,1,1,1,20,False,0,6,12.0,0,6,11.5,0,13.9,-0.3
3,0,0,4,2,0,0,3,3,0,0,1,1,0,20,False,0,6,12.33333333,0,6,0.0,1,10.8,1.4
3,9,1,4,2,4,4,1,2,0,0,1,1,0,25,False,0,5,11.5,0,5,13.5,1,12.4,0.5
3,1,0,4,2,4,4,1,2,0,0,1,1,0,35,False,1,6,12.8,1,6,13.83333333,0,15.5,2.8
3,2,0,4,2,4,1,2,2,0,0,1,1,0,22,False,0,0,0.0,0,0,0.0,1,11.1,0.6
3,1,0,3,2,4,1,4,1,0,1,0,1,0,20,False,0,6,11.8,0,6,12.0,1,16.2,0.3
3,12,1,4,2,4,4,4,2,0,0,1,1,0,50,False,6,13,11.33333333,2,11,13.5,1,16.2,0.3
3,10,0,4,2,5,1,4,4,0,0,1,1,0,20,False,0,8,12.002,0,8,12.002,1,10.8,1.4
3,1,0,0,2,0,4,3,2,0,0,0,1,0,35,False,0,6,15.2,1,6,11.0,1,15.5,2.8
3,0,0,4,2,0,4,2,1,0,0,1,1,1,19,False,0,6,13.14285714,0,6,14.16666667,0,15.5,2.8
2,9,0,4,2,4,1,1,2,0,0,1,1,0,43,False,0,5,0.0,0,5,0.0,1,9.4,-0.8
3,10,0,4,2,0,1,3,2,0,0,1,1,0,19,False,0,8,13.86714286,0,8,13.86714286,0,10.8,1.4
3,10,0,4,2,4,1,4,4,0,0,1,1,0,25,False,0,8,12.675,0,8,12.675,0,12.7,3.7
3,2,0,4,2,4,0,1,2,0,0,1,1,0,19,False,0,0,0.0,0,0,0.0,0,13.9,-0.3
3,2,0,4,2,4,1,1,1,0,0,1,1,0,22,False,0,0,0.0,0,0,0.0,1,12.7,3.7
3,13,0,4,2,4,1,2,2,0,0,1,1,1,19,False,0,6,11.0,0,6,12.2,1,11.1,0.6
2,9,1,4,2,5,1,2,4,0,0,1,1,0,32,False,0,5,10.75,0,5,11.33333333,1,13.9,-0.3
2,8,0,1,2,4,1,4,2,0,0,1,1,0,57,False,0,6,14.2,0,6,14.16666667,0,9.4,-0.8
3,10,0,4,2,4,4,2,1,0,0,0,1,0,20,False,0,7,12.6,0,7,11.575,1,16.2,0.3
3,9,1,4,2,4,4,1,1,0,0,0,1,0,38,False,0,5,0.0,0,5,0.0,1,8.9,1.4
2,9,1,4,2,4,0,4,2,0,0,1,1,0,45,False,0,5,14.0,0,5,14.16666667,0,12.4,0.5
2,8,0,4,2,4,1,4,2,0,1,0,1,0,43,False,0,6,10.0,0,6,12.25,1,10.8,1.4
3,4,0,4,2,4,4,4,4,0,0,1,1,0,19,False,0,6,13.83333333,0,6,13.125,0,10.8,1.4
2,9,1,4,2,5,4,2,2,0,0,0,1,0,49,False,0,5,11.0,0,5,11.0,1,15.5,2.8
3,12,1,4,2,4,1,4,4,0,0,1,1,0,34,False,0,6,12.25,0,5,0.0,1,11.1,0.6
2,9,1,4,2,4,1,2,2,0,0,1,1,0,43,False,0,5,13.8,0,5,13.66666667,0,10.8,1.4
3,13,0,4,2,5,4,4,4,0,0,1,1,0,21,False,0,6,12.0,0,6,11.0,1,15.5,2.8
3,0,0,4,2,5,1,1,1,0,0,1,1,1,19,False,0,6,13.75,0,6,11.55555556,0,10.8,1.4
2,11,0,4,2,4,1,4,1,0,0,1,1,0,43,False,0,7,0.0,0,8,13.15,1,16.2,0.3
3,9,1,4,2,4,1,4,4,0,0,1,1,0,31,False,1,5,13.83333333,0,5,15.4,0,9.4,-0.8
3,9,1,4,2,4,1,2,2,0,0,1,1,0,34,False,0,5,15.8,0,5,16.8,0,8.9,1.4
0,10,0,4,2,0,3,3,3,0,0,1,1,0,30,False,11,14,12.52608696,11,14,12.52608696,0,7.6,2.6
2,10,0,4,2,4,1,2,4,0,0,1,1,0,36,False,0,7,12.78333333,0,8,0.0,1,16.2,0.3
3,9,1,0,2,4,1,1,2,0,1,0,1,0,46,False,0,5,0.0,0,5,10.0,1,11.1,0.6
3,14,0,4,2,4,4,1,4,0,0,1,1,0,22,False,0,5,13.0,0,5,10.66666667,0,7.6,2.6
3,1,0,0,2,4,4,1,4,0,0,1,1,0,27,False,0,6,0.0,0,6,0.0,1,16.2,0.3
3,6,0,4,2,5,4,0,0,0,1,0,1,0,31,False,0,4,0.0,0,5,0.0,1,12.7,3.7
